Nombre,Editorial,Año,Suma de Ventas Millones
Army Rescue,UFO Interactive,2009,0.02
Around the World in 80 Days,Hip Interactive,2004,0.04
Around the World in 80 Days,PlayV,2010,0.16
Arslan: The Warriors of Legend,Tecmo Koei,2015,0.13
Arslan: The Warriors of Legend,Tecmo Koei,2016,0.01
Art Academy,Nintendo,2010,2.5700000000000003
Art Academy: Home Studio,Nintendo,2015,0.01
Art Academy: Lessons for Everyone,Nintendo,2012,0.46
Art of Fighting 3: The Path of the Warrior,SNK,1996,0.04
Art of Fighting Anthology,Crave Entertainment,2006,0.05
Arthur and the Invisibles,Atari,2007,0.03
Arthur! Ready to Race,The Learning Company,2000,0.05
Arx Fatalis,Mindscape,2003,0.05
ASH: Archaic Sealed Heat,Nintendo,2007,0.12
Ashes Cricket 2009,Codemasters,2009,0.6200000000000001
Asphalt 3D,Ubisoft,2011,0.49
Asphalt: Injection,Ubisoft,2011,0.24000000000000002
Asphalt: Urban GT,Ubisoft,2004,0.5900000000000001
Asphalt: Urban GT 2,Ubisoft,2006,0.14
Assassination Classroom: Grand Siege on Kuro-sensei,Namco Bandai Games,2015,0.13
Assassin's Creed,Ubisoft,2007,10.379999999999999
Assassin's Creed,Ubisoft,2008,0.9199999999999999
Assassin's Creed Chronicles,Ubisoft,2016,0.2
Assassin's Creed Chronicles: China,Ubisoft,2015,0.04
Assassin's Creed II,Ubisoft,2009,10.82
Assassin's Creed II,Ubisoft,2010,0.5700000000000001
Assassin's Creed II: Discovery,Ubisoft,2009,0.29
Assassin's Creed III,Ubisoft,2012,13.1
Assassin's Creed III: Liberation,Ubisoft,2012,1.47
Assassin's Creed IV: Black Flag,Ubisoft,2013,13.200000000000001
Assassin's Creed Syndicate,Ubisoft,2015,4.760000000000001
Assassin's Creed: Altair's Chronicles,Ubisoft,2008,0.04
Assassin's Creed: Bloodlines,Ubisoft,2009,1.24
Assassin's Creed: Brotherhood,Ubisoft,2010,6.35
Assassin's Creed: Brotherhood,Ubisoft,2011,0.59
Assassin's Creed: Revelations,Ubisoft,2011,9.199999999999998
Assassin's Creed: Rogue,Ubisoft,2014,2.42
Assassin's Creed: Rogue,Ubisoft,2015,0.07
Assassin's Creed: Unity,Ubisoft,2014,7.919999999999999
Assault,Bomb,1982,0.22
Assault Rigs,Electronic Arts Victor,1996,0.04
Assault Suit Leynos,Rising Star Games,2016,0.01
Assault: Retribution,Telstar,1998,0.13
Assetto Corsa,505 Games,2016,0.06
Asterix & Obelix: Kick Buttix,Atari,2004,0.03
Asteroids,Atari,1980,4.31
Asteroids,Success,1998,1.1400000000000001
Asteroids Hyper 64,Crave Entertainment,1999,0.16
Astonishia Story,Ubisoft,2006,0.03
Astro Boy,Sega,2004,0.08
Astro Boy: Omega Factor,THQ,2003,0.08
Astro Boy: The Video Game,D3Publisher,2009,0.35
Astroblast,Mattel Interactive,1981,0.31
Astrology DS,Deep Silver,2009,0.03
Asura's Wrath,Capcom,2012,0.6499999999999999
Atari Anniversary Advance,Atari,2002,0.18
Atari Anniversary Edition Redux,Infogrames,2000,0.18
Atari Anthology,Atari,2004,0.6400000000000001
Atari Classics Evolved,Atari,2007,0.09
Atari's Greatest Hits: Volume 1,Atari,2010,0.14
Atari's Greatest Hits: Volume 2,Atari,2011,0.06
Atelier Annie: Alchemists of Sera Island,Gust,2009,0.12
Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,2012,0.26
Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,2014,0.05
Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,2013,0.22
Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,2015,0.04
Atelier Iris 2: The Azoth Of Destiny,Tecmo Koei,2005,0.06
Atelier Iris 3: Grand Phantasm (JP Sales),Tecmo Koei,2006,0.04
Atelier Iris 3: Grand Phantasm (US Sales),Tecmo Koei,2006,0.29000000000000004
Atelier Iris: Eternal Mana,Tecmo Koei,2004,0.16
Atelier Meruru: Alchemist of Arland 3,Gust,2013,0.06
Atelier Meruru: Alchemist of Arland 3,Nippon Ichi Software,2011,0.24
Atelier Rorona: Alchemist of Arland,Nippon Ichi Software,2009,0.5
Atelier Rorona: Alchemist of Arland,Nippon Ichi Software,2013,0.05
Atelier Shallie Plus: Alchemists of the Dusk Sea,Tecmo Koei,2016,0.03
Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,2014,0.21000000000000002
Atelier Sophie: The Alchemist of the Mysterious Book,Tecmo Koei,2015,0.19
Atelier Totori: The Adventurer of Arland,Gust,2012,0.09
Atelier Totori: The Adventurer of Arland,Nippon Ichi Software,2010,0.43
Athens 2004,Sony Computer Entertainment,2004,0.26
Atlantic Quest,Avanquest,2011,0.02
Atlantis,Imagic,1981,1.27
Atomic Betty,Atari,2005,0.03
A-Train,Sony Computer Entertainment,1995,0.08
A-Train 6,Midas Interactive Entertainment,2000,0.06
A-Train: City Simulator,ArtDink,2014,0.06
Attack of the Movies 3D,Majesco Entertainment,2010,0.15000000000000002
Attack on Titan (KOEI),Tecmo Koei,2016,0.42
Attack on Titan: Humanity in Chains,Screenlife,2013,0.41
ATV Offroad Fury,Sony Computer Entertainment,2001,2.41
ATV Offroad Fury 2,THQ,2002,2.18
ATV Offroad Fury 3,SouthPeak Games,2004,1.2
ATV Offroad Fury Pro,Sony Computer Entertainment,2006,0.45999999999999996
ATV Offroad Fury: Blazin' Trails,SouthPeak Games,2005,0.5700000000000001
ATV Quad Kings,Storm City Games,2010,0.11
ATV Quad Kings,Zoo Digital Publishing,2009,0.22
ATV Quad Power Racing 2,Acclaim Entertainment,2003,1.57
ATV/Monster Truck Mayhem,"Destination Software, Inc",2007,0.35000000000000003
ATV: Quad Frenzy,Majesco Entertainment,2005,0.11
ATV: Quad Power Racing,Acclaim Entertainment,2000,1.04
ATV: Quad Power Racing,Liquid Games,2002,0.25
Auto Destruct,Electronic Arts,1998,0.08
Auto Modellista,Capcom,2002,0.38999999999999996
Auto Modellista,Capcom,2003,0.03
Automobili Lamborghini,Titus,1997,0.4600000000000001
Avalon Code,Rising Star Games,2008,0.24
Avatar: The Game,Ubisoft,2009,3.4700000000000006
Avatar: The Last Airbender,THQ,2006,1.23
Avatar: The Last Airbender - Into the Inferno,THQ,2008,0.5599999999999999
Avatar: The Last Airbender - The Burning Earth,THQ,2007,1.15
Away: Shuffle Dungeon,Majesco Entertainment,2008,0.02
Azada,Licensed 4U,2012,0.02
Azure Dreams,Konami Digital Entertainment,1997,0.13
Azure Striker Gunvolt: Striker Pack,Inti Creates,2016,0.01
Azurik: Rise of Perathia,Microsoft Game Studios,2001,0.24
B-17: Fortress in the Sky,DSI Games,2007,0.02
Baby Pals,THQ,2007,0.29000000000000004
Babysitting Mama,505 Games,2010,0.5
Babysitting Mania,Majesco Entertainment,2008,0.26
Back At The Barnyard: Slop Bucket Games,THQ,2008,0.13
Back to the Future: The Game,Telltale Games,2011,0.14
Back to the Future: The Game,Telltale Games,2015,0.22
Backstreet Billiards,ASCII Entertainment,1998,0.33999999999999997
Backyard Baseball,Atari,2002,0.43
Backyard Baseball,Atari,2004,0.49
Backyard Baseball,Infogrames,2003,0.13
Backyard Baseball '09,Atari,2008,0.19
Backyard Baseball '10,Atari,2009,0.4
Backyard Baseball 2006,Atari,2005,0.35
Backyard Basketball,Atari,2004,0.18
Backyard Hockey,Atari,2003,0.19
Backyard Hockey,Atari,2007,0.08
Backyard NBA Basketball,Atari,2003,0.5800000000000001
Backyard NBA Basketball,Atari,2007,0.08
Backyard NFL Football,Atari,2007,0.04
Backyard NFL Football,Infogrames,2002,0.8200000000000001
Backyard NFL Football '08,Atari,2007,0.06
Backyard NFL Football '09,Atari,2008,0.47000000000000003
Backyard NFL Football '10,Atari,2009,0.33999999999999997
Backyard NFL Football 2006,Atari,2005,0.24
Backyard Skateboarding 2006,Atari,2004,0.06
Backyard Soccer,Infogrames,2001,0.13
Backyard Sports Football: Rookie Rush,Atari,2010,0.42000000000000004
Backyard Sports: Sandlot Sluggers,Atari,2010,0.41000000000000003
Backyard Wrestling 2: There Goes the Neighborhood,Eidos Interactive,2004,0.41000000000000003
Backyard Wrestling: Don't Try This at Home,Eidos Interactive,2003,0.7899999999999999
Bad Apple Wars,Idea Factory,2015,0.03
Bad Boys: Miami Takedown,Empire Interactive,2004,1.38
Bae Yong-joon to Manabu Kankokugo DS,D3Publisher,2009,0.03
Bahamut Lagoon,SquareSoft,1996,0.62
Baja: Edge of Control,THQ,2008,0.42000000000000004
Bakemonogatari Portable,Namco Bandai Games,2012,0.05
Baku Baku,Sega,1995,0.05
Bakugan Battle Brawlers: Defenders of the Core,Activision,2010,1.1300000000000001
Bakugan: Battle Brawlers,Activision,2009,2.96
Bakugan: Battle Trainer,Activision,2010,0.13
Bakugan: Rise of the Resistance,Activision,2011,0.09
Bakumatsu Koihana: Shinsengumi DS,D3Publisher,2008,0.01
Bakumatsu Renka: Karyuu Kenshi-den,D3Publisher,2007,0.02
Bakumatsu Rock,Marvelous Entertainment,2014,0.01
Bakumatsu Rock: Ultra Soul,Marvelous Interactive,2014,0.03
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,Human Entertainment,1998,0.39
Bakusou Kyoudai Let's & Go!! Eternal Wings,Jaleco,1998,0.05
Baldur's Gate: Dark Alliance,"Destination Software, Inc",2004,0.03
Baldur's Gate: Dark Alliance,Virgin Interactive,2001,1.2499999999999998
Baldur's Gate: Dark Alliance,Virgin Interactive,2002,0.33999999999999997
Baldur's Gate: Dark Alliance II,Acclaim Entertainment,2004,0.26
Baldur's Gate: Dark Alliance II,Interplay,2004,0.6900000000000001
Ball Breakers,Take-Two Interactive,2000,0.18
Ballblazer Champions,CTO SpA,1997,0.02
Ballistic,Atari,1999,0.03
Ballistic: Ecks vs. Sever,BAM! Entertainment,2002,0.1
Balloon Fight,Nintendo,1985,0.9199999999999999
Balloon Pop,505 Games,2007,0.04
Balloon Pop,UFO Interactive,2009,0.14
Balloon Pop 2,UFO Interactive,2012,0.01
Balls of Fury,Zoo Digital Publishing,2007,0.04
Band Hero,Activision,2009,3.41
Bangai-O Spirits,D3Publisher,2008,0.08
Banjo-Kazooie,Microsoft Game Studios,2008,0.01
Banjo-Kazooie,Nintendo,1998,3.65
Banjo-Kazooie: Grunty's Revenge,THQ,2003,0.33999999999999997
Banjo-Kazooie: Nuts & Bolts,Microsoft Game Studios,2008,0.77
Banjo-Pilot,THQ,2005,0.1
Banjo-Tooie,Nintendo,2000,1.49
Bank Heist,20th Century Fox Video Games,1982,0.34
Banushi Life Game: Winner's Circle,Genki,2007,0.04
Barbarian,Titus,2002,0.15000000000000002
Barbie and Her Sisters Puppy Rescue,Namco Bandai Games,2015,0.11
Barbie and the Magic of Pegasus,Vivendi Games,2005,0.09000000000000001
Barbie and the Three Musketeers,Activision,2009,0.36
Barbie as The Island Princess,Activision,2007,1.1
Barbie as the Princess and the Pauper,Vivendi Games,2004,0.01
Barbie Explorer,Unknown,2001,0.14
Barbie Fashion Show: An Eye for Style,Activision,2008,0.21
Barbie Groovy Games,Universal Interactive,2002,0.56
Barbie Horse Adventures: Blue Ribbon Race,Knowledge Adventure,2003,0.37
Barbie Horse Adventures: Riding Camp,Activision,2008,0.9199999999999999
Barbie Horse Adventures: Wild Horse Rescue,Universal Interactive,2003,0.49
Barbie Horse Adventures: Wild Horse Rescue,Vivendi Games,2003,0.060000000000000005
Barbie in The 12 Dancing Princesses,Activision,2007,0.11
Barbie Super Sports,Mattel Interactive,1999,0.21
Barbie Superpack: Secret Agent / Groovy Games,Vivendi Games,2005,0.14
Barbie: Groom and Glam Pups,THQ,2010,0.66
"Barbie: Jet, Set & Style!",THQ,2011,0.71
Barbie: Race & Ride,Sony Computer Entertainment,1999,0.5900000000000001
Barnstorming,Activision,1981,0.42000000000000004
Barnyard,THQ,2006,0.29
Barnyard Blast: Swine of the Night,Big Ben Interactive,2008,0.02
Baroque,Rising Star Games,2007,0.12000000000000001
Baroque,Rising Star Games,2008,0.07
Baseball,Nintendo,1983,3.2
Baseball,Nintendo,1989,1.61
Baseball Advance,Sega,2002,0.14
Baseball Blast!,Take-Two Interactive,2009,0.15000000000000002
Bases Loaded '96: Double Header,Jaleco,1995,0.5
Basketball Hall of Fame Ultimate Hoops Challenge,Zoo Games,2010,0.06
Bass Hunter 64,Take-Two Interactive,1999,0.31
Bass Landing,ASCII Entertainment,1999,0.62
Bass Pro Shops: The Hunt,Griffin International,2010,0.09
Bass Pro Shops: The Hunt,XS Games,2010,0.25
Bass Pro Shops: The Strike,XS Games,2009,0.7
Bass Rise,Namco Bandai Games,1999,0.05
Bass Strike,THQ,2001,0.29000000000000004
Bassmasters 2000,THQ,1999,0.14
Bastard!! Utsuro Naru Kamigami no Utsuwa,Seta Corporation,1996,0.21000000000000002
Baten Kaitos Origins,Unknown,2006,0.1
Baten Kaitos: Eternal Wings and the Lost Ocean,Nintendo,2003,0.27
Batman & Robin,Acclaim Entertainment,1998,0.10999999999999999
Batman Begins,Electronic Arts,2005,1.0700000000000003
Batman Beyond: Return of the Joker,Ubisoft,2000,0.25
Batman Forever: The Arcade Game,Acclaim Entertainment,1996,0.03
Batman: A Telltale Game Series,Telltale Games,2016,0.05
Batman: Arkham Asylum,Eidos Interactive,2009,8.07
Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,10.8
Batman: Arkham City,Warner Bros. Interactive Entertainment,2012,0.38
Batman: Arkham Knight,Warner Bros. Interactive Entertainment,2015,5.3500000000000005
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2013,4.96
Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,2013,0.8
Batman: Dark Tomorrow,Kemco,2003,0.18
Batman: Gotham City Racer,Ubisoft,2001,0.05
Batman: Rise of Sin Tzu,Ubisoft,2003,0.5800000000000001
Batman: The Brave and the Bold the Videogame,Warner Bros. Interactive Entertainment,2010,0.5999999999999999
Batman: Vengeance,Ubisoft,2001,0.99
Battalion Wars,Nintendo,2005,0.4
Battalion Wars 2,Nintendo,2007,0.35000000000000003
Battle & Get! Pokemon Typing DS,Nintendo,2011,0.29
Battle Arena Toshinden,Sony Computer Entertainment,1994,1.26
Battle Arena Toshinden 2,Sony Computer Entertainment,1995,0.71
Battle Arena Toshinden 3,Sony Computer Entertainment,1996,0.26
Battle Arena Toshinden Remix,Sega,1994,0.12
Battle Arena Toshinden URA,Sega,1995,0.03
Battle Assault 3 featuring Gundam Seed,Namco Bandai Games,2004,0.03
Battle Commander: Hachibushu Shura no Heihou,Banpresto,1991,0.18
Battle Dodge Ball,Banpresto,1991,0.33
Battle Engine Aquila,Atari,2003,0.04
Battle Fantasia,505 Games,2008,0.1
Battle Hunter,Midas Interactive Entertainment,1999,0.03
Battle of Giants: Dinosaurs,Ubisoft,2008,0.84
Battle of Giants: Dinosaurs Strike,Ubisoft,2010,0.21
Battle of Giants: Dragons,Ubisoft,2009,0.62
Battle of Giants: Mutant Insects,Ubisoft,2010,0.27
Battle Princess of Arcadias,Nippon Ichi Software,2013,0.02
Battle Rage,Popcorn Arcade,2008,0.04
Battle Soccer: Field no Hasha,Banpresto,1992,0.16
Battle Spirits: Digital Starter,Namco Bandai Games,2010,0.04
Battle Spirits: Hero's Soul,Namco Bandai Games,2010,0.02
Battle Spirits: Kiseki no Hasha,Namco Bandai Games,2009,0.02
Battle Stadium D.O.N,Namco Bandai Games,2006,0.24
Battle Stations,Electronic Arts,1997,0.77
Battle vs. Chess,TopWare Interactive,2011,0.03
Battle Worlds: Kronos,Nordic Games,2016,0.01
Battleborn,Take-Two Interactive,2016,0.42
BattleBots: Beyond the BattleBox,Vivendi Games,2002,0.05
Battlebots: Design & Destroy,Majesco Entertainment,2003,0.44
Battlefield 1942,Electronic Arts,2002,0.02
Battlefield 1942: The WW II Anthology,Electronic Arts,2004,0.02
Battlefield 2,Electronic Arts,2005,0.09000000000000001
Battlefield 2: Modern Combat,Electronic Arts,2005,1
Battlefield 2: Modern Combat,Electronic Arts,2006,0.41000000000000003
Battlefield 2: Modern Combat(JP sales),Electronic Arts,2005,0.02
Battlefield 2142,Electronic Arts,2006,0.02
Battlefield 3,Electronic Arts,2011,17.37
Battlefield 4,Electronic Arts,2013,14.040000000000001
Battlefield Vietnam,Electronic Arts,2004,0.02
Battlefield: Bad Company,Electronic Arts,2008,2.81
Battlefield: Bad Company 2,Electronic Arts,2010,7.170000000000001
Battlefield: Hardline,Electronic Arts,2015,4.27
BattleForge,Electronic Arts,2009,0.01
Battles of Prince of Persia,Ubisoft,2005,0.12000000000000001
Battleship / Connect Four / Sorry! / Trouble,"Destination Software, Inc",2006,0.05
Battlestar Galactica,Vivendi Games,2003,0.24
Battlestations: Midway,Eidos Interactive,2007,0.26
Battlestations: Pacific,Eidos Interactive,2009,0.35
BattleTanx,3DO,1998,0.32
BattleTanx: Global Assault,3DO,1999,0.38
Battlezone,Atari,1982,0.62
Battlezone,Atari,2006,0.02
Battlezone: Rise of the Black Dogs,Crave Entertainment,2000,0.06999999999999999
Bayonetta,Sega,2009,2.17
Bayonetta 2,Nintendo,2014,1.02
B-Boy,Sony Computer Entertainment,2006,0.04
"BCFX: The Black College Football Xperience, The Doug Williams Edition",Aspyr,2009,0.16
Beach Spikers: Virtua Beach Volleyball,Sega,2002,0.1
Beamrider,Activision,1984,0.27
Beastly,Unknown,2011,0.03
Beastly Frantic Foto,Storm City Games,2011,0.04
Beat City,THQ,2010,0.08
Beat Down: Fists of Vengeance,Capcom,2005,0.16999999999999998
Beat Sketch!,Sony Computer Entertainment,2010,0.08
Beatdown: Fists of Vengeance,Capcom,2005,0.04
Beaterator,Take-Two Interactive,2009,0.1
BeatMania,Konami Digital Entertainment,1998,1.09
BeatMania,Konami Digital Entertainment,2006,0.07
BeatMania Append 3rdMix,Konami Digital Entertainment,1998,0.6000000000000001
BeatMania Append 4thMix: The beat goes on,Konami Digital Entertainment,1999,0.29000000000000004
BeatMania Append GottaMix,Konami Digital Entertainment,1999,0.33
BeatMania IIDX 11: IIDX Red,Konami Digital Entertainment,2006,0.02
BeatMania IIDX 13: DistorteD,Konami Digital Entertainment,2007,0.03
BeatMania IIDX 14 Gold,Konami Digital Entertainment,2008,0.03
BeatMania IIDX 15: DJ Troopers,Konami Digital Entertainment,2008,0.03
BeatMania IIDX 16: Empress + Premium Best,Konami Digital Entertainment,2009,0.04
BeatMania IIDX 3rd Style,Konami Digital Entertainment,2000,0.05
BeatMania IIDX 4th Style: New Songs Collection,Konami Digital Entertainment,2001,0.05
Beautiful Katamari,Namco Bandai Games,2007,0.33
Bee Movie Game,Activision,2007,1.06
Beetle Adventure Racing!,Electronic Arts,1999,0.6200000000000001
Beijing 2008,Sega,2008,1.4700000000000002
Bejeweled 2 Deluxe,Focus Home Interactive,2006,0.02
Bejeweled 3,PopCap Games,2010,0.08
Bejeweled Blitz,Mastertronic,2010,0.01
Bejeweled Twist,PopCap Games,2008,0.06
Bejeweled Twist,PopCap Games,2010,0.09999999999999999
Bella Sara,Codemasters,2008,0.08
Bella Sara 2 - The Magic of Drasilmare,Big Ben Interactive,2013,0.02
Ben 10 Alien Force: Vilgax Attacks,D3Publisher,2009,1.8000000000000003
Ben 10 Galactic Racing,D3Publisher,2011,0.5900000000000001
Ben 10 Galactic Racing,D3Publisher,2012,0.05
Ben 10 Omniverse 2,Namco Bandai Games,2013,0.03
Ben 10 Triple Pack,D3Publisher,2011,0.28
Ben 10 Ultimate Alien: Cosmic Destruction,D3Publisher,2010,1.52
Ben 10: Alien Force,Koch Media,2008,2.9200000000000004
Ben 10: Protector of Earth,D3Publisher,2007,4.490000000000001
Bentley's Hackpack,N/A,2005,0.9400000000000001
Beowulf: The Game,Ubisoft,2007,0.65
Berzerk,Atari,1981,0.7300000000000001
Best Friends Tonight,Ubisoft,2010,0.03
Best Of Tests,Conspiracy Entertainment,2008,0.01
Betty Boop's Double Shift,Zoo Digital Publishing,2007,0.03
Beyblade Evolution,Rising Star Games,2013,0.03
Beyblade G-Revolution,Atari,2004,0.2
BeyBlade VForce: Super Tournament Battle,Atari,2002,0.21000000000000002
Beyblade VForce: Ultimate Blader Jam,Atari,2003,0.72
Beyblade: Metal Fusion,Hudson Soft,2009,0.26
Beyblade: Metal Fusion - Battle Fortress,Konami Digital Entertainment,2009,0.19
Beyblade: Metal Masters,Konami Digital Entertainment,2010,0.29000000000000004
Beyond Good & Evil,Ubisoft,2003,0.5
Beyond Oasis,Sega,1993,0.05
Beyond The Beyond,Sony Computer Entertainment,1995,0.58
Beyond: Two Souls,Sony Computer Entertainment,2013,1.8
Bicycle Casino 2005,Zoo Digital Publishing,2004,0.23
Big Air,Accolade,1999,0.18
Big Air Freestyle,Atari,2002,0.05
Big Bang Mini,SouthPeak Games,2009,0.05
Big Bass Fishing,Take-Two Interactive,2002,0.02
Big Bass World Championship,Starfish,1997,0.36
Big Beach Sports,THQ,2008,1.67
Big Brain Academy,Nintendo,2005,6.669999999999999
Big Brain Academy: Wii Degree,Nintendo,2007,3.8300000000000005
Big Family Games,THQ,2009,0.24
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,ASK,1996,0.03
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Crave Entertainment,2006,0.03
Big League Sports,Activision,2008,0.11
Big League Sports,Activision,2011,0.21
Big League Sports: Summer,Activision,2009,0.21000000000000002
Big Mountain 2000,Imagineer,1998,0.03
Big Mutha Truckers,Empire Interactive,2002,1.04
Big Mutha Truckers,Empire Interactive,2003,0.08
Big Mutha Truckers,Zoo Digital Publishing,2005,0.04
Big Mutha Truckers 2,Empire Interactive,2005,0.07
Big Mutha Truckers 2,Xplosiv,2005,0.2
Big Strike Bowling,Gotham Games,2003,0.42000000000000004
Bigfoot King of Crush,Zoo Games,2011,0.02
Bigfoot: Collision Course,Zoo Digital Publishing,2008,0.32
Bigfoot: Collision Course,Zoo Digital Publishing,2009,0.15000000000000002
Biker Mice From Mars,Game Factory,2006,0.06
Biker Mice From Mars,Game Factory,2007,0.03
Billy Hatcher and the Giant Egg,Sega,2003,0.25
Billy the Wizard: Rocket Broomstick Racing,Metro 3D,2007,0.04
Billy's Boot Camp: Wii de Enjoy Diet!,Rocket Company,2011,0.07
